id,click,hour,C1,banner_pos,site_id,site_domain,site_category,app_id,app_domain,app_category,device_id,device_ip,device_model,device_type,device_conn_type,C14,C15,C16,C17,C18,C19,C20,C21
10285207160662611273,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,3d3198ca,2347f47a,0f2161f8,c810e66f,8dd2770e,3bc980aa,1,3,20352,320,50,2333,0,39,-1,157
10342888983560378915,0,14102100,1010,1,85f751fd,c4e18dd6,50e219e0,f2f00701,7801e8d9,0f2161f8,bcdeb037,0bf20001,d4897fef,4,0,21665,320,50,2493,3,35,-1,117
10428699188697611854,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,39947756,2347f47a,cef3e649,dc4aa6fc,856a967a,34d5fa08,1,2,20596,320,50,2161,0,35,-1,157
10513581198842246238,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,39947756,2347f47a,cef3e649,1fc5413e,a8545966,a9ccc279,1,2,18993,320,50,2161,0,35,-1,157
10539255602161596672,0,14102100,1010,1,85f751fd,c4e18dd6,50e219e0,f7dd00ec,7801e8d9,0f2161f8,d67b0c78,4c6d2ce3,f07e20f8,4,0,21665,320,50,2493,3,35,-1,117
10700076943942510938,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,6b24506e,ae637522,cef3e649,b0cd0fe8,dc214cd3,869a693c,1,0,21611,320,50,2480,3,297,100111,61
10780800287463745033,0,14102100,1010,1,85f751fd,c4e18dd6,50e219e0,ffc6ffd0,7801e8d9,0f2161f8,cbf8b167,3878d15a,f07e20f8,4,0,21665,320,50,2493,3,35,-1,117
1091345577028948601,0,14102100,1010,1,85f751fd,c4e18dd6,50e219e0,8c0dcd5a,7801e8d9,0f2161f8,ce1d7fc9,8f4581ab,3bd9e8e7,4,0,21665,320,50,2493,3,35,-1,117
11248587252547290800,0,14102100,1005,0,85f751fd,c4e18dd6,50e219e0,bbcfa7a2,b9528b13,cef3e649,d3dafb24,4320548d,2cd8ff6d,1,2,20596,320,50,2161,0,35,-1,157
11402711540646094191,1,14102100,1010,1,85f751fd,c4e18dd6,50e219e0,44ee0091,7801e8d9,0f2161f8,514cb2e9,1de709e1,ecb851b2,4,3,1276,320,50,196,3,303,-1,15
