id,click,hour,C1,banner_pos,site_id,site_domain,site_category,app_id,app_domain,app_category,device_id,device_ip,device_model,device_type,device_conn_type,C14,C15,C16,C17,C18,C19,C20,C21
10068650175042846380,0,14102100,1005,0,543a539e,c7ca3108,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,27f51eb7,d787e91b,1,0,20362,320,50,2333,0,39,-1,157
10932479509557589784,0,14102100,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,a78c34c3,d400d41b,1,0,20346,300,250,2331,2,39,100055,23
11358824295199476924,0,14102100,1005,0,543a539e,c7ca3108,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,57bce7c6,d787e91b,1,0,20366,320,50,2333,0,39,-1,157
11389213466017032924,0,14102100,1005,0,543a539e,c7ca3108,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,9ae68bb9,24f6b932,1,0,20352,320,50,2333,0,39,-1,157
1141966688256812714,0,14102100,1005,0,543a539e,c7ca3108,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,d0aa00c7,d787e91b,1,0,20366,320,50,2333,0,39,-1,157
11680225778454276201,1,14102100,1005,0,543a539e,c7ca3108,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,ff1e0600,5b1faad5,1,0,20366,320,50,2333,0,39,-1,157
12009656109472841406,0,14102100,1005,0,543a539e,c7ca3108,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,3d92931a,9ea0eb04,1,0,20366,320,50,2333,0,39,-1,157
12108135645438564981,0,14102100,1005,0,543a539e,c7ca3108,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,470f78e3,33c9c797,1,0,20366,320,50,2333,0,39,-1,157
12141525476903004462,0,14102100,1005,0,543a539e,c7ca3108,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,1533710f,5e42d307,1,0,20352,320,50,2333,0,39,-1,157
12800771870890451225,0,14102100,1005,1,e7777bfa,9fb0b77c,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,08502ed6,900981af,1,2,18993,320,50,2161,0,35,-1,157
13340209747507592025,0,14102100,1005,0,543a539e,c7ca3108,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,5f622168,cdfde03b,1,0,20366,320,50,2333,0,39,-1,157
13370336403908541231,0,14102100,1005,0,543a539e,c7ca3108,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,845e9041,7abbbd5c,1,0,20366,320,50,2333,0,39,-1,157
13403135339457598386,0,14102100,1005,0,cdd3448e,295551a1,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,884f2380,e8d6bd6d,1,0,18993,320,50,2161,0,35,-1,157
1363468725176376044,1,14102100,1005,0,543a539e,c7ca3108,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,b9cfd01c,f50d4405,1,0,20366,320,50,2333,0,39,-1,157
