user,event,outcome,dist
1776192,2877501688,0.0,-2.1039334217951904
1776192,3025444328,0.0,-2.1039376757974595
1776192,4078218285,0.0,-2.1039365896692206
1776192,1024025121,0.0,-2.1039361371157876
1776192,2972428928,0.0,-2.1039370422226535
1776192,2514143386,0.0,-2.103938852436385
1776192,1823369186,0.0,-2.103937856818833
5161061,2027962693,0.0,-2.103933763363046
5161061,1652007005,0.0,-2.103928694764598
5161061,2169802745,0.0,-2.1039333108096137
5161061,319129729,0.0,-2.1039240787195825
5161061,861989233,0.0,-2.1039301429355834
5161061,1926865450,0.0,-2.1039325867241208
5161061,3272920269,0.0,-2.10393312978824
5161061,1538046875,0.0,-2.103926613018807
5161061,737935339,0.0,-2.103925526890568
5161061,2098674667,0.0,-2.1039327677454938
7336598,1980837904,0.0,-2.1039353883827037
7336598,2428145712,0.0,-0.09290744984155896
7336598,380501274,0.0,-2.1039372891071215
7336598,1820029797,1.0,0.1511293961297091
7336598,4125420656,1.0,23.917465971825543
7336598,1501679119,1.0,2.2382656302373083
7514340,507707719,0.0,-2.1039333377656853
7514340,3841392405,0.0,-2.1039333377656853
7514340,4134671058,0.0,-2.1039338808298047
7514340,854823005,0.0,-2.1039328852122523
7514340,2696649330,0.0,-2.103933790319118
7514340,901144614,0.0,-2.1039333377656853
15390083,907302600,1.0,6.827666826816216
15390083,2643833505,1.0,8.156158114620776
15390083,1361307272,1.0,3.1343585401970473
15390083,955398943,1.0,37.97371325163642
15390083,771676713,1.0,14.092059427538668
15390083,633659090,1.0,4.031638977692067
15390083,2529072432,1.0,27.038034130253525
16454810,968434069,0.0,-2.103961597896153
16454810,2006570293,0.0,-2.1039619599388995
16454810,761140108,0.0,-2.1039619599388995
16454810,589257919,0.0,-2.103966304451855
16454810,1779618386,0.0,-2.1039575249152573
16454810,665321720,0.0,-2.1039621409602725
18236457,3214494361,0.0,-2.1039353294093415
18236457,3004007968,0.0,-2.1039356914520875
18236457,452781702,0.0,-2.1039367775803264
18236457,2077156568,0.0,-2.1039357819627744
18236457,1703679230,0.0,-2.1039372301337593
18236457,3553950281,0.0,-2.1039359629841474
18236457,2353399295,0.0,-2.1039361440055204
20018153,3592182997,0.0,-3.0750200869297823
20018153,3583332424,0.0,-2.1039355843734895
20018153,2053692105,0.0,-2.103930968328474
20018153,2410772923,0.0,-2.103933683649071
20018153,63412025,0.0,-2.1039343172238776
20018153,464565286,0.0,-2.103932507010146
23465780,2529072432,1.0,27.038039882574775
23465780,3017074183,0.0,-2.103948358172648
23465780,602394192,1.0,0.6396623609250027
23465780,955398943,1.0,37.97371900395767
23465780,3807695143,0.0,-2.1039525216642305
23465780,2414358105,0.0,-2.1039514355359916
23465780,1600413013,1.0,23.376439945938937
30355949,2860418664,0.0,-2.2336717794072025
30355949,438768882,0.0,-2.103946143475012
30355949,4294209504,0.0,-2.1039446047933406
30355949,1773230862,0.0,-2.103944695304027
30355949,3404987729,0.0,-1.85159562790963
30355949,661460159,0.0,-2.1039467770498184
30355949,955398943,1.0,37.96985886221559
33509612,794450376,0.0,-2.1039368727436805
33509612,4203627753,1.0,11.584978192464815
33509612,2668074570,0.0,-2.1039355150833816
33509612,966971643,1.0,5.970782731397426
33509612,2428145712,0.0,-0.07754391608453481
33509612,1860511950,0.0,-2.1039356055940686
35565661,378408397,0.0,-2.1039352558394104
35565661,652541886,0.0,-2.1039346222646045
35565661,2139975650,0.0,-2.1039393288203065
35565661,3655418763,0.0,-2.1039352558394104
35565661,275437483,0.0,-2.103935889414217
35565661,2036167774,0.0,-2.103936251456963
37106093,3306999925,0.0,-2.103949401895436
37106093,2692070381,0.0,-2.1039490398379783
37106093,2198898969,0.0,-2.1039469471201246
37106093,1617391894,0.0,-2.1039435187008086
37106093,3336783567,0.0,-2.103944061764928
37106093,3931717290,0.0,-2.10394587197866
37106093,4096532695,0.0,-2.1039497639381826
38395056,200617654,0.0,-2.1039500219922065
38395056,1580455386,0.0,-2.1039483022891616
38395056,3252432592,1.0,0.11623696072110068
38395056,677485601,1.0,0.11623777531728008
38395056,1278585786,0.0,-2.103948121267788
38395056,3415281246,0.0,-2.1039482117784747
43826519,4292059849,0.0,-2.10393904656295
43826519,1788874248,0.0,-2.103938322477457
43826519,605300738,0.0,-2.1039386845202035
43826519,4229681081,0.0,-2.103934973582054
43826519,4205267137,0.0,-2.103932801325576
43826519,680476316,0.0,-2.1039382319667705
43826519,2378630297,0.0,-2.103938412988144
43965236,2725164213,0.0,-2.103950262359786
43965236,4082601014,0.0,-1.882882974799813
43965236,3395117104,1.0,0.5020492271298482
43965236,228340462,1.0,2.4954120856453597
43965236,1900273727,1.0,0.00462520097610053
43965236,2923175068,0.0,-1.882879535393723
43965236,559618821,1.0,4.952140999561742
43965236,2806565970,1.0,0.5018486609771076
48222018,758289588,0.0,-2.1039414877058706
48222018,2163997791,0.0,-2.103942392812736
48222018,496131340,0.0,-2.1039439741642125
48222018,2489566262,0.0,-2.103942211791363
48222018,2347297427,0.0,-2.103943297919602
50521271,1927775201,0.0,-2.103939733677055
50521271,1667438718,1.0,0.24604210488359746
50521271,3211023626,0.0,-2.103937832952637
50521271,1070478164,0.0,-2.1039382855060698
50521271,1570912780,0.0,-2.1039391001022487
50521271,982322965,0.0,-2.1039381044846968
57783108,3275248026,1.0,0.2568499755871536
57783108,2355400133,0.0,-2.1039593620493533
57783108,2529072432,1.0,27.031801202058023
57783108,2860418664,0.0,-2.233670516530124
57783108,1082833698,0.0,-2.1039589094959203
57783108,1858978872,0.0,-2.103957732856995
57783108,1872379613,0.0,-2.1039545649829647
57783108,1143513079,0.0,-2.1039580043890544
57783108,1600413013,1.0,23.37327721210986
57783108,3735036412,1.0,2.564162366511471
57783108,861118590,1.0,3.2544660115273047
65116502,1966347593,0.0,-1.6387729020590651
65116502,4227721355,0.0,-2.103950825454537
65116502,2810232094,0.0,-2.1039505539224774
65116502,1467809542,0.0,-2.1039485626873726
65116502,894829625,0.0,-2.103954445882
65116502,4264661415,0.0,-3.075025462345993
67355582,2975829844,0.0,-2.103939443304311
67355582,3022995002,0.0,-2.103941615560789
67355582,2740101266,0.0,-2.103939895857744
67355582,1183309937,0.0,-2.1039421586249083
67355582,3218113289,0.0,-2.1039631571041943
67355582,3611646220,0.0,-2.103938990750878
67355582,3501300823,0.0,-2.103940891475296
71092144,3735036412,1.0,2.5641708442043396
71092144,3494003218,0.0,-2.1039504318030517
71092144,1458428999,0.0,-2.1039492551641263
71092144,3676729604,0.0,-2.1039478975038275
71092144,289899674,0.0,-2.1039498887389323
71092144,1319656469,0.0,-2.1039498887389323
73830292,2051603944,0.0,-2.1039445700947255
73830292,3199229320,0.0,-2.1039439365199195
73830292,3790866767,0.0,-2.1039475569473827
73830292,1613671569,0.0,-2.1039442080519795
73830292,130493588,0.0,-2.1039437554985465
73830292,4242816413,0.0,-1.0398320880429803
74368740,3886183264,0.0,-2.1039363539543086
74368740,435473446,0.0,-2.1039371685504875
74368740,1801175686,0.0,-2.1039369875291145
74368740,2090317215,0.0,-2.1039385262107864
74368740,73584564,0.0,-2.10393816416804
74368740,11077318,0.0,-2.103937259061174
74504185,2643833505,1.0,31.82917299338042
74504185,633659090,1.0,36.646453285171006
74504185,771676713,1.0,31.67362041411793
74504185,1148012652,1.0,2.1270433125882025
74504185,1361307272,1.0,35.44762716134291
74504185,2529072432,1.0,178.44632207739343
74504185,907302600,1.0,42.500718579636334
74504185,955398943,1.0,218.28431210858582
74504185,278651783,0.0,-2.1039509756842745
75001773,2621315686,0.0,-2.102594586349951
75001773,10609218,0.0,-2.1039399058016452
75001773,1716470668,0.0,-1.8633114897871421
75001773,1902753965,1.0,0.1082633583458521
75001773,1892018889,0.0,-2.101200026809716
75436593,1047967283,0.0,-3.075025071605847
75436593,997929928,0.0,-2.811776823918701
75436593,3033694655,0.0,-3.0750267913088924
75436593,4172382349,0.0,-3.0750293256081163
75436593,2653923514,0.0,-2.103937129643464
75436593,934970634,0.0,-2.103938668325136
76313799,1203717384,0.0,-0.09243793462002392
76313799,673098017,0.0,-2.1039343137611572
76313799,1269035551,1.0,1.4687645365025288
76313799,268233790,1.0,0.24640183393457882
76313799,2642707561,0.0,-1.8594162589861611
76313799,2149464820,1.0,1.2241688670587503
76313799,1469291456,0.0,-2.1039341327397842
77627621,3826292515,0.0,-2.1039377485859947
77627621,724969489,0.0,-2.1038013489813223
77627621,3258757385,0.0,-2.103934852244024
77627621,4269687196,0.0,-2.1039371150111883
77627621,3258757385,0.0,-2.103934852244024
77627621,2429151401,0.0,-2.1039401018638455
80365330,559618821,1.0,0.8251499273293721
80365330,3302719635,1.0,0.37204142427227804
80365330,218221722,1.0,0.06507536336795505
80365330,514153585,0.0,-2.1039434527662992
80365330,2431677639,0.0,-2.1039434527662992
80365330,2806565970,1.0,5.337821981234466
81053968,1767325091,0.0,-2.1039388790196125
81053968,1544421101,0.0,-3.0750257348537566
81053968,3289683998,0.0,-2.1039420468936427
81053968,2153037761,1.0,8.625059779336288
81053968,2465528861,0.0,-2.1039413228081503
81053968,3963798906,0.0,-2.103938969530299
87299174,4002798045,0.0,-1.5390940698580575
87299174,1271330281,0.0,-2.1039393481052495
