id,click,hour,banner_pos,device_id,device_ip,device_model,device_type,device_conn_type,C1,C14,C15,C16,C17,C18,C19,C20,C21,pub_id,pub_domain,pub_category,device_id_cnt,device_ip_cnt,user_cnt,user_hour_cnt,user_click_history,sp1_cnt,user_click_history2
10000720757801103869,0,14102100,0,a99f214a,05241af0,8a4875bd,1,0,1005,16920,320,50,1899,0,431,100077,117,d6137915,bb1ef334,f028772b,1224,12,12,12,,12,
10000724729988544911,0,14102100,0,a99f214a,b264c159,be6db1d7,1,0,1005,20362,320,50,2333,0,39,-1,157,8fda644b,25d4cfcd,f028772b,1224,12,12,12,,12,
10000918755742328737,0,14102100,1,a99f214a,e6f67278,be74e6fe,1,0,1005,20632,320,50,2374,3,39,-1,23,e151e245,7e091613,f028772b,1224,12,12,12,,12,
10001868339616595934,0,14102100,1,a99f214a,5d877109,8f5c9827,1,0,1005,17747,320,50,1974,2,39,100019,33,e151e245,7e091613,f028772b,1224,12,12,12,,12,
10002028568167339219,0,14102100,0,a99f214a,58811cdf,8326c04b,1,2,1005,20596,320,50,2161,0,35,100148,157,9e8cf15d,0d3cb7be,f028772b,1224,12,12,12,,12,
10002044883120869786,0,14102100,0,a99f214a,72aab6df,04258293,1,0,1005,19771,320,50,2227,0,687,100077,48,d6137915,bb1ef334,f028772b,1224,12,12,12,,12,
10003585669470236873,0,14102100,0,a99f214a,9b1fe278,128f4ba1,1,0,1005,17914,320,50,2043,2,39,-1,32,d9750ee7,98572c79,f028772b,1224,12,12,12,,12,
10005541670676403131,0,14102100,1,a99f214a,c62f7206,69f9dd0e,1,0,1005,20984,320,50,2371,0,551,100217,46,e151e245,7e091613,f028772b,1224,12,12,12,,12,
10007908698866493310,0,14102100,1,a99f214a,834f84b2,76dc4769,1,0,1005,16208,320,50,1800,3,167,100075,23,0eb72673,d2f72222,f028772b,1224,12,12,12,,12,
10009147085943364421,0,14102100,1,a99f214a,905d2fbc,1b13b020,1,0,1005,17037,320,50,1934,2,39,-1,16,e151e245,7e091613,f028772b,1224,12,12,12,,12,
10009190848778773294,0,14102100,1,a99f214a,fc7f99ee,70359270,1,0,1005,16920,320,50,1899,0,431,-1,117,5ee41ff2,17d996e6,f028772b,1224,12,12,12,,12,
10009699694430474960,1,14102100,0,a99f214a,f6a5ae09,88fe1d5d,1,0,1005,20366,320,50,2333,0,39,-1,157,4dd0a958,79cf0c8d,f028772b,1224,12,12,12,,12,
10010504760200486071,0,14102100,1,a99f214a,d012a1cb,ecb851b2,1,0,1005,16615,320,50,1863,3,39,100188,23,5ee41ff2,17d996e6,f028772b,1224,12,12,12,,12,
10010730108771379386,0,14102100,1,a99f214a,08dd2eb8,cdf6ea96,1,0,1005,20634,320,50,2374,3,39,-1,23,e151e245,7e091613,f028772b,1224,12,12,12,,12,
10011205200760015892,0,14102100,0,a99f214a,04a1662e,521f95fe,1,0,1005,17212,320,50,1887,3,39,100202,23,6256f5b4,28f93029,f028772b,1224,12,12,12,,12,
10011561503992804801,0,14102100,1,a99f214a,931519c4,e9b8d8d7,1,0,1005,17747,320,50,1974,2,39,100021,33,e151e245,7e091613,f028772b,1224,12,12,12,,12,
10011658782619041235,1,14102100,0,a99f214a,0086332e,1f0bc64f,1,0,1005,15699,320,50,1722,0,35,-1,79,0aab7161,660aeadc,f028772b,1224,12,12,12,,12,
1001179289293608710,0,14102100,1,a99f214a,f7c9ee04,56f254f5,1,0,1005,17914,320,50,2043,2,39,-1,32,e023ba3e,75f9ddc3,f028772b,1224,12,12,12,,12,
10013378798301872145,1,14102100,1,a99f214a,40fb49ca,be74e6fe,1,0,1005,20362,320,50,2333,0,39,-1,157,e151e245,7e091613,f028772b,1224,12,12,12,,12,
10015211672544614902,0,14102100,1,a99f214a,42606fe6,cb0fb677,1,0,1005,17037,320,50,1934,2,39,-1,16,e151e245,7e091613,f028772b,1224,12,12,12,,12,
10015794997785118491,0,14102100,1,a99f214a,4375586d,5ec45883,1,0,1005,19772,320,50,2227,0,687,100075,48,856e6d3f,58a89a43,f028772b,1224,12,12,12,,12,
10016451205115605375,1,14102100,1,a99f214a,c23e50cb,7594f139,1,0,1005,17212,320,50,1887,3,39,100200,23,d9750ee7,98572c79,f028772b,1224,12,12,12,,12,
10016879928769896114,0,14102100,0,a99f214a,f17268a6,575d0d2a,1,0,1005,18945,320,50,2153,3,427,100063,61,83a0ad1a,5c9ae867,f028772b,1224,12,12,12,,12,
10017708095690214292,0,14102100,0,a99f214a,1cb82c25,d787e91b,1,0,1005,16859,320,50,1887,3,39,-1,23,6256f5b4,28f93029,f028772b,1224,12,12,12,,12,
10017891063419751227,0,14102100,0,a99f214a,069aaa56,76dc4769,1,0,1005,15702,320,50,1722,0,35,100084,79,ceea3181,6225315b,f028772b,1224,12,12,12,,12,
1001795364355496701,0,14102100,1,a99f214a,3033c66f,eba9519f,1,0,1005,19771,320,50,2227,0,687,100081,48,b7e9786d,b12b9f85,f028772b,1224,12,12,12,,12,
10018099580463747729,0,14102100,0,a99f214a,759c83c1,f0512bed,1,0,1005,16920,320,50,1899,0,431,100081,117,d6137915,bb1ef334,f028772b,1224,12,12,12,,12,
10018368562703130813,0,14102100,0,a99f214a,c6e4451a,4ea23a13,1,0,1005,20596,320,50,2161,0,35,-1,157,18859862,b5188ae6,f028772b,1224,12,12,12,,12,
10018897422996679694,0,14102100,1,a99f214a,a6fcfe1d,76dc4769,1,0,1005,20366,320,50,2333,0,39,-1,157,e151e245,7e091613,f028772b,1224,12,12,12,,12,
10018930650935227325,0,14102100,1,a99f214a,224d24e9,d14c4241,1,0,1005,20596,320,50,2161,0,35,-1,157,5ee41ff2,17d996e6,f028772b,1224,12,12,12,,12,
10019071520499579916,0,14102100,0,a99f214a,b77acc18,fce66524,1,0,1005,18993,320,50,2161,0,35,-1,157,da79c793,71ed77a0,f028772b,1224,12,12,12,,12,
10019396062291357594,0,14102100,1,a99f214a,ea1b004b,00b1f3a7,1,0,1005,17264,320,50,1872,3,39,-1,23,e151e245,7e091613,f028772b,1224,12,12,12,,12,
10020605367282200605,0,14102100,1,a99f214a,a74e04be,84ebbcd4,1,0,1005,20359,216,36,2333,0,39,-1,157,e151e245,7e091613,f028772b,1224,12,12,12,,12,
10020664336520302853,0,14102100,0,a99f214a,65cd8410,9e3836ff,1,0,1005,20596,320,50,2161,0,35,100130,157,02d5151c,64778742,f028772b,1224,12,12,12,,12,
10022570284312971977,0,14102100,1,a99f214a,e8db98c9,d4897fef,1,0,1005,18993,320,50,2161,0,35,-1,157,5b4d2eda,16a36ef3,f028772b,1224,12,12,12,,12,
10022915835050310266,0,14102100,1,a99f214a,e552b897,b72d1c6e,1,0,1005,20362,320,50,2333,0,39,100076,157,5b4d2eda,16a36ef3,f028772b,1224,12,12,12,,12,
10023308754907120856,1,14102100,1,a99f214a,5891803b,d787e91b,1,0,1005,20352,320,50,2333,0,39,-1,157,e151e245,7e091613,f028772b,1224,12,12,12,,12,
10024660782388112342,1,14102100,1,a99f214a,12c32fc6,84ebbcd4,1,0,1005,17614,320,50,1993,2,1063,100083,33,d9750ee7,98572c79,f028772b,1224,12,12,12,,12,
1002474033882047925,1,14102100,1,a99f214a,2f4b6389,5096d134,1,0,1005,17753,320,50,1993,2,1063,100084,33,d9750ee7,98572c79,f028772b,1224,12,12,12,,12,
10028335185239032448,1,14102100,1,a99f214a,feb38e6a,a5bce124,1,0,1005,17614,320,50,1993,2,1063,-1,33,d9750ee7,98572c79,f028772b,1224,12,12,12,,12,
10028762069414949148,0,14102100,0,a99f214a,43d64c38,99115329,1,0,1005,18993,320,50,2161,0,35,-1,157,18859862,b5188ae6,f028772b,1224,12,12,12,,12,
10028808005964468736,0,14102100,0,a99f214a,d2e5e592,1f0bc64f,1,0,1005,18993,320,50,2161,0,35,-1,157,02d5151c,64778742,f028772b,1224,12,12,12,,12,
10029116667172265296,0,14102100,1,a99f214a,ad1114fe,88fe1d5d,1,0,1005,18993,320,50,2161,0,35,-1,157,faf9c1c2,c8223ee3,f028772b,1224,12,12,12,,12,
10030054951926343961,1,14102100,1,a99f214a,82628a01,3d64834e,1,2,1005,17614,320,50,1993,2,1063,-1,33,d9750ee7,98572c79,f028772b,1224,12,12,12,,12,
10032047607672830726,0,14102100,1,a99f214a,75fd2084,be6db1d7,1,0,1005,20596,320,50,2161,0,35,100130,157,070ca277,6087b30a,f028772b,1224,12,12,12,,12,
