id,click,hour,C1,banner_pos,site_id,site_domain,site_category,app_id,app_domain,app_category,device_id,device_ip,device_model,device_type,device_conn_type,C14,C15,C16,C17,C18,C19,C20,C21
1084077581155068449,0,14102109,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,5c50ec18,e1eae715,1,3,21751,320,50,2505,0,161,100176,17
10870464057849233921,0,14102109,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,ff6dc094,0bcabeaf,1,3,21751,320,50,2505,0,161,100176,17
10886350471390798327,0,14102109,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,684310f0,0bcabeaf,1,3,21751,320,50,2505,0,161,100176,17
11969240179905670087,0,14102109,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,b157e1cf,f489cdfc,1,2,21755,728,90,2505,0,161,100176,17
13887396473609388323,0,14102109,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,320d36d7,e1eae715,1,3,21751,320,50,2505,0,161,100176,17
15149808800611394787,0,14102109,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,1ea47a1d,e1eae715,1,3,21751,320,50,2505,0,161,100176,17
16716614883526846790,0,14102109,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,a0d8c500,0bcabeaf,1,3,21751,320,50,2505,0,161,100176,17
17615958579990946519,0,14102109,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,6099924a,e1eae715,1,3,21751,320,50,2505,0,161,100176,17
18010659112320353753,0,14102109,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,560f3a7b,0bcabeaf,1,3,21751,320,50,2505,0,161,100176,17
19763726888083391,0,14102109,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,4e700aea,0bcabeaf,1,3,21751,320,50,2505,0,161,100176,17
2078568695304480007,0,14102109,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,71d8fab3,0bcabeaf,1,3,21751,320,50,2505,0,161,100176,17
4424384590100658175,0,14102109,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,9f3faa49,e1eae715,1,3,21751,320,50,2505,0,161,100176,17
4648645423552214890,0,14102109,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,53f74aed,e1eae715,1,3,21751,320,50,2505,0,161,100176,17
4923453449440506273,0,14102109,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,f83df0b1,0bcabeaf,1,3,21751,320,50,2505,0,161,100176,17
5012304393597754514,0,14102109,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,4c3bb49b,981edffc,1,3,21751,320,50,2505,0,161,100176,17
5543557461427027858,0,14102109,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,09dddb25,36b67a2a,1,3,21751,320,50,2505,0,161,100176,17
6080895935233786556,0,14102109,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,77c3d94f,e1eae715,1,3,21751,320,50,2505,0,161,100176,17
6182006396494810100,0,14102109,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,ebc5afa5,2692a96a,1,3,21751,320,50,2505,0,161,100176,17
6822131960588912076,0,14102109,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,22c0ad11,36b67a2a,1,3,21751,320,50,2505,0,161,100176,17
7021739219171096933,0,14102109,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,90bd6fee,981edffc,1,3,21751,320,50,2505,0,161,100176,17
8497639398145294745,0,14102109,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,90e9f985,f57a131a,1,2,21755,728,90,2505,0,161,100176,17
859912514554081509,0,14102109,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,7a2781ee,2692a96a,1,3,21751,320,50,2505,0,161,100176,17
9274117048694792427,0,14102109,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,72af1baa,e1eae715,1,3,21751,320,50,2505,0,161,100176,17
9760048330691660756,0,14102109,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,09c0937f,2692a96a,1,3,21751,320,50,2505,0,161,100176,17
11303992361929128875,0,14102110,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,1df41c58,36b67a2a,1,3,21751,320,50,2505,0,169,100176,17
11407961806635973112,0,14102110,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,b6e0c340,e1eae715,1,3,21751,320,50,2505,0,169,100176,17
11581047240651903106,0,14102110,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,0ee07fba,0bcabeaf,1,3,21751,320,50,2505,0,161,100176,17
1226124114948944420,0,14102110,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,27f40d95,0bcabeaf,1,3,21751,320,50,2505,0,169,100176,17
13196126339015083073,0,14102110,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,ab085fbc,e1eae715,1,3,21751,320,50,2505,0,169,100176,17
13355824904977456409,0,14102110,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,1c854df0,981edffc,1,3,21751,320,50,2505,0,161,100176,17
13581320811556622975,0,14102110,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,381c5e8e,981edffc,1,3,21751,320,50,2505,0,161,100176,17
13781830879835781146,0,14102110,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,ee6cbead,0bcabeaf,1,3,21751,320,50,2505,0,169,100176,17
1417815313119515361,0,14102110,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,e33c215d,289f5dac,1,3,21751,320,50,2505,0,169,100176,17
