id,click,hour,C1,banner_pos,site_id,site_domain,site_category,app_id,app_domain,app_category,device_id,device_ip,device_model,device_type,device_conn_type,C14,C15,C16,C17,C18,C19,C20,C21
10009108252384026599,0,14102109,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,9c1cec01,0bcabeaf,1,3,21751,320,50,2505,0,161,100176,17
10669197984974880525,0,14102109,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,8e55c34b,e1eae715,1,3,21751,320,50,2505,0,161,100176,17
12684390873604680742,0,14102109,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,113732bd,0bcabeaf,1,3,21751,320,50,2505,0,161,100176,17
129956328688626095,0,14102109,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,85efee7f,981edffc,1,3,21751,320,50,2505,0,161,100176,17
14997675824669735877,0,14102109,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,83b05c36,e1eae715,1,3,21751,320,50,2505,0,161,100176,17
15497239301661883421,0,14102109,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,d1327b5a,0bcabeaf,1,3,21751,320,50,2505,0,161,100176,17
1571057066478221952,0,14102109,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,ab270249,e1eae715,1,3,21751,320,50,2505,0,161,100176,17
17551841410975806325,0,14102109,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,64dae213,981edffc,1,3,21751,320,50,2505,0,161,100176,17
2723164057617299089,0,14102109,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,1157ec64,e1eae715,1,3,21751,320,50,2505,0,161,100176,17
2797718840601257062,0,14102109,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,5b0ca315,289f5dac,1,3,21751,320,50,2505,0,161,100176,17
302729284563880547,0,14102109,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,46a141ad,981edffc,1,3,21751,320,50,2505,0,161,100176,17
3261913589254000426,1,14102109,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,e8561758,e1eae715,1,0,21751,320,50,2505,0,161,100176,17
4801829944343256160,0,14102109,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,88fd160e,0bcabeaf,1,3,21751,320,50,2505,0,161,100176,17
5328020457624245673,0,14102109,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,a5f4f414,e1eae715,1,3,21751,320,50,2505,0,161,100176,17
5639452373949478691,0,14102109,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,a624f2ff,e1eae715,1,3,21751,320,50,2505,0,161,100176,17
5821898984534498802,0,14102109,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,d5697960,f7e81a2d,1,2,21751,320,50,2505,0,161,100176,17
6561684277386215979,0,14102109,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,9e3f8a83,981edffc,1,3,21751,320,50,2505,0,161,100176,17
8439632056372420930,0,14102109,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,9fb00e22,2692a96a,1,3,21751,320,50,2505,0,161,100176,17
10144918387222256560,0,14102110,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,21033ec6,e1eae715,1,3,21751,320,50,2505,0,169,100176,17
10276072113506596672,0,14102110,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,2ec95b50,e1eae715,1,3,21751,320,50,2505,0,161,100176,17
11074729323714801401,0,14102110,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,8125e7d4,e1eae715,1,3,21751,320,50,2505,0,169,100176,17
11207281159944575152,0,14102110,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,2bd2e1ca,0bcabeaf,1,3,21751,320,50,2505,0,169,100176,17
1124107857262931758,0,14102110,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,aaf63545,0bcabeaf,1,3,21751,320,50,2505,0,169,100176,17
11520107108226843576,0,14102110,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,d157682d,0bcabeaf,1,3,21751,320,50,2505,0,169,100176,17
1238287211243576589,0,14102110,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,be70bef0,f489cdfc,1,2,21751,320,50,2505,0,169,100176,17
12538086114144741886,0,14102110,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,4d81faa9,2692a96a,1,3,21751,320,50,2505,0,169,100176,17
12750196494798764876,0,14102110,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,7d442af8,0bcabeaf,1,3,21751,320,50,2505,0,169,100176,17
1281558496091664341,0,14102110,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,b106410a,981edffc,1,3,21751,320,50,2505,0,169,100176,17
