id,click,hour,banner_pos,device_id,device_ip,device_model,device_type,device_conn_type,C1,C14,C15,C16,C17,C18,C19,C20,C21,pub_id,pub_domain,pub_category,device_id_cnt,device_ip_cnt,user_cnt,user_hour_cnt,user_click_history,sp1_cnt,user_click_history2
10059770889563924601,0,14102100,1,a99f214a,c0eecf7d,c9e27f06,1,0,1005,20359,216,36,2333,0,39,-1,157,e151e245,7e091613,f028772b,24177,1,1,1,,1,
11089297370301645371,0,14102100,1,a99f214a,1e52a062,9efa421a,1,0,1005,17037,320,50,1934,2,39,-1,16,e151e245,7e091613,f028772b,24177,1,1,1,,1,
12168291630171571320,0,14102100,1,a99f214a,5a4ff2bf,575d0d2a,1,0,1005,15703,320,50,1722,0,35,100084,79,e151e245,7e091613,f028772b,24177,1,1,1,,1,
12617532423858238793,1,14102100,1,a99f214a,017d993c,684581ce,1,0,1005,20362,320,50,2333,0,39,-1,157,e151e245,7e091613,f028772b,24177,1,1,1,,1,
12883552837179596938,1,14102100,1,a99f214a,1b98a37f,24f6b932,1,0,1005,17037,320,50,1934,2,39,-1,16,e151e245,7e091613,f028772b,24177,2,1,1,,1,
13718589131878767387,0,14102100,1,a99f214a,600f108b,e9b8d8d7,1,0,1005,17747,320,50,1974,2,39,-1,33,e151e245,7e091613,f028772b,24177,1,1,1,,1,
13861449249163528366,1,14102100,1,a99f214a,7779fc3e,2cd8ff6d,1,0,1005,20362,320,50,2333,0,39,-1,157,e151e245,7e091613,f028772b,24177,1,1,1,,1,
14496993183729588466,0,14102100,1,a99f214a,877c72d4,be87996b,1,2,1005,20366,320,50,2333,0,39,-1,157,e151e245,7e091613,f028772b,24177,36,2,1,,1,
15433067177458784235,0,14102100,1,a99f214a,fc2ab7fb,cdf6ea96,1,0,1005,20352,320,50,2333,0,39,-1,157,e151e245,7e091613,f028772b,24177,1,1,1,,1,
15722196835496799196,0,14102100,1,a99f214a,c3d23e45,49023af8,1,0,1005,20634,320,50,2374,3,39,-1,23,e151e245,7e091613,f028772b,24177,1,1,1,,1,
